"sample","Aplodactylidae Aplodactylus westralis","Aracanidae Anoplocapros amygdaloides","Aracanidae Anoplocapros lenticularis","Aracanidae Caprichthys gymnura","Aulopidae Latropiscis purpurissatus","Batrachoididae Batrachomoeus rubricephalus","Berycidae Centroberyx gerrardi","Berycidae Centroberyx sp1","Berycidae Unknown sp1","Callanthiidae Callanthias allporti","Callanthiidae Callanthias australis","Carangidae Carangoides sp10","Carangidae Pseudocaranx spp","Carangidae Seriola hippos","Carangidae Seriola lalandi","Carangidae Trachurus novaezelandiae","Carangidae Unknown sp10","Carcharhinidae Carcharhinus brevipinna","Carcharhinidae Carcharhinus limbatus","Carcharhinidae Carcharhinus plumbeus","Carcharhinidae Carcharhinus spp","Carcharhinidae Unknown spp","Chaetodontidae Chelmonops curiosus","Cheilodactylidae Dactylophora nigricans","Cheilodactylidae Nemadactylus valenciennesi","Clupeidae Hyperlophus vittatus","Dasyatidae Bathytoshia brevicaudata","Dinolestidae Dinolestes lewini","Diodontidae Diodon nicthemerus","Enoplosidae Enoplosus armatus","Gerraidae Parequula elongata","Gerreidae Parequula elongata","Gerreidae Parequula melbournensis","Glaucosomatidae Glaucosoma hebraicum","Gobiesocidae Aspasmogaster occidentalis","Gobiesocidae Unknown spp","Haemulidae Plectorhinchus flavomaculatus","Heterodontidae Heterodontus portusjacksoni","Holocentridae Unknown spp","Kyphosidae Kyphosus sydneyanus","Labridae Achoerodus gouldii","Labridae Austrolabrus maculatus","Labridae Bodianus frenchii","Labridae Bodianus vulpinus","Labridae Choerodon rubescens","Labridae Coris auricularis","Labridae Eupetrichthys angustipes","Labridae Halichoeres brownfieldi","Labridae Heteroscarus acroptilus","Labridae Labroides dimidiatus","Labridae Notolabrus parilus","Labridae Ophthalmolepis lineolatus","Labridae Pictilabrus laticlavius","Labridae Pseudolabrus biserialis","Labridae Suezichthys bifurcatus","Labridae Suezichthys cyanolaemus","Labridae Unknown spp","Lethrinidae Gymnocranius grandoculis","Monacanthidae Acanthaluteres brownii","Monacanthidae Acanthaluteres vittiger","Monacanthidae Brachaluteres jacksonianus","Monacanthidae Eubalichthys bucephalus","Monacanthidae Eubalichthys mosaicus","Monacanthidae Meuschenia australis","Monacanthidae Meuschenia flavolineata","Monacanthidae Meuschenia freycineti","Monacanthidae Meuschenia galii","Monacanthidae Meuschenia hippocrepis","Monacanthidae Meuschenia scaber","Monacanthidae Meuschenia venusta","Monacanthidae Nelusetta ayraud","Monacanthidae Scobinichthys granulatus","Monacanthidae Unknown spp","Monocentridae Cleidopus gloriamaris","Moridae Pseudophycis barbata","Mullidae Parupeneus chrysopleuron","Mullidae Upeneichthys vlamingii","Muraenidae Gymnothorax prasinus","Muraenidae Gymnothorax woodwardi","Myliobatidae Myliobatis tenuicaudatus","Nemipteridae Pentapodus vitta","Neosebastidae Neosebastes bougainvillii","Neosebastidae Neosebastes nigropunctatus","Neosebastidae Neosebastes pandus","Odacidae Olisthops cyanomelas","Odacidae Siphonognathus caninis","Odacidae Siphonognathus sp1","Odacidae Siphonognathus spp","Oplegnathidae Oplegnathus woodwardi","Orectolobidae Orectolobus spp","Ostraciidae Aracana aurita","Paralichthyidae Pseudorhombus sp10","Parascylliidae Parascyllium ferrugineum","Parascylliidae Parascyllium variolatum","Pempheridae Parapriacanthus elongatus","Pempherididae Pempheris klunzingeri","Pentacerotidae Parazanclistius hutchinsi","Pinguipedidae Parapercis haackei","Pinguipedidae Parapercis naevosa","Pinguipedidae Parapercis ramsayi","Pinguipedidae Parapercis spp","Platycephalidae Leviprora spp","Platycephalidae Platycephalus spp","Plesiopidae Paraplesiops meleagris","Plesiopidae Trachinops noarlungae","Pomacentridae Chromis klunzingeri","Pomacentridae Chromis westaustralis","Pomacentridae Parma bicolor","Pomacentridae Parma occidentalis","Pristiophoridae Pristiophorus cirratus","Rhinobatidae Aptychotrema vincentiana","Rhinobatidae Trygonorrhina dumerilii","Scombridae Sarda orientalis","Scombridae Unknown spp","Scorpaenidae Scorpaena sumptuosa","Scorpididae Neatypus obliquus","Scorpididae Scorpis aequipinnis","Scorpididae Scorpis georgiana","Scorpididae Tilodon sexfasciatus","Scyliorhinidae Asymbolus occiduus","Scyliorhinidae Aulohalaelurus labiosus","Serranidae Caesioperca spp","Serranidae Epinephelides armatus","Serranidae Hypoplectrodes nigroruber","Serranidae Hyporthodus octofasciatus","Serranidae Othos dentex","Sillaginidae Sillaginodes punctatus","Sillaginidae Sillago spp","Sparidae Chrysophrys auratus","Sphyraenidae Sphyraena novaehollandiae","Sphyraenidae Sphyraena spp","Sphyrnidae Sphyrna spp","Sphyrnidae Sphyrna zygaena","Squalidae Squalus spp","Tetraodontidae Omegophora armilla","Triakidae Furgaleus macki","Triakidae Galeorhinus galeus","Triakidae Mustelus antarcticus","Triglidae Chelidonichthys kumu","Triglidae Pterygotrigla polyommata","Urolophidae Trygonoptera mucosa","Urolophidae Trygonoptera ovalis","Urolophidae Urolophus circularis","campaignid","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone","raw.hdd.number","con.hdd.number","id"
"IO145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,30,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.98618897,114.8238721,20201013,10:24:00,"South-west","Fished","C.IO.22",45.5,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO145"
"IO146",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,8,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.97618897,114.8213721,20201013,10:17:00,"South-west","Fished","C.IO.33",45.7,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.IO146"
"IO147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,9,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.98118897,114.8313721,20201013,10:28:00,"South-west","Fished","C.IO.33",44,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.IO147"
"IO148",0,0,0,0,0,0,0,0,0,0,50,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.01118897,114.5963721,20201123,10:31:00,"South-west","Fished","C.IO.46",140,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW5.5","NA","2020-10_south-west_stereo-BRUVs.IO148"
"IO15",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06118897,114.8663721,20201016,07:59:00,"South-west","No-take","C.IO.35",40.8,"Brooke Gibbons","Yes","Yes","National Park Zone","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.IO15"
"IO152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.98118897,114.8688721,20201013,12:18:00,"South-west","Fished","C.IO.37",41.2,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO152"
"IO153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.04618897,114.8888721,20201016,07:36:00,"South-west","Fished","C.IO.65",42.6,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.IO153"
"IO155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.04368897,114.8838721,20201016,07:42:00,"South-west","Fished","C.IO.65",41.9,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO155"
"IO157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.97118897,114.8238721,20201013,10:14:00,"South-west","Fished","C.IO.33",45.6,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO157"
"IO158",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.98118897,114.8188721,20201013,10:21:00,"South-west","Fished","C.IO.33",44.6,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO158"
"IO16",0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,19,2,0,0,0,1,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.07368897,114.8688721,20201016,09:43:00,"South-west","No-take","C.IO.35",41.4,"Daphne","Yes","No","National Park Zone","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO16"
"IO164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,13,1,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.03368897,114.9038721,20201016,07:14:00,"South-west","Fished","C.IO.62",44.1,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO164"
"IO165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,1,0,0,0,0,7,0,3,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.04368897,114.8988721,20201016,07:23:00,"South-west","Fished","C.IO.62",42.6,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO165"
"IO17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,37,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06368897,114.8763721,20201016,08:07:00,"South-west","No-take","C.IO.35",41.1,"Daphne","Yes","No","National Park Zone","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO17"
"IO180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.99618897,114.7038721,20201123,12:36:00,"South-west","Fished","C.IO.41",122,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW5","BU5.5","2020-10_south-west_stereo-BRUVs.IO180"
"IO184",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,1,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.04118897,114.9038721,20201016,07:19:00,"South-west","Fished","C.IO.62",45.9,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO184"
"IO189",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.98868897,114.6638721,20201023,12:31:00,"South-west","Fished","C.IO.40",139,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.IO189"
"IO191",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.99868897,114.6713721,20201023,12:20:00,"South-west","Fished","C.IO.40",137,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW4","NA","2020-10_south-west_stereo-BRUVs.IO191"
"IO192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.98618897,114.6688721,20201023,12:36:00,"South-west","Fished","C.IO.40",138,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.IO192"
"IO194",0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.99618897,114.6638721,20201023,12:24:00,"South-west","Fished","C.IO.40",139,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW4","NA","2020-10_south-west_stereo-BRUVs.IO194"
"IO195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,39,1,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","Legacy",-34.09368897,114.8588721,20201016,09:57:00,"South-west","No-take","C.IO.6",43.4,"Brooke Gibbons","Yes","Yes","National Park Zone","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.IO195"
"IO199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,4,1,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","IO","Legacy",-34.08618897,114.8613721,20201016,09:51:00,"South-west","No-take","C.IO.6",42.1,"Claude","Yes","Yes","National Park Zone","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.IO199"
"IO201",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","IO","Legacy",-34.05618897,114.8338721,20201015,14:46:00,"South-west","No-take","C.IO.5",45.3,"Hayley","Yes","Yes","National Park Zone","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO201"
"IO204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","Legacy",-34.06618897,114.7863721,20201015,10:35:00,"South-west","No-take","C.IO.7",61.5,"Hayley","Yes","Yes","National Park Zone","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO204"
"IO206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","Legacy",-34.06368897,114.7913721,20201015,10:28:00,"South-west","No-take","C.IO.7",58.2,"Daphne","Yes","No","National Park Zone","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.IO206"
"IO207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","Legacy",-34.06118897,114.7863721,20201015,10:23:00,"South-west","No-take","C.IO.7",60.4,"Hayley","Yes","Yes","National Park Zone","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO207"
