"sample","Aplodactylidae Aplodactylus westralis","Aracanidae Anoplocapros amygdaloides","Aracanidae Anoplocapros lenticularis","Aracanidae Caprichthys gymnura","Aulopidae Latropiscis purpurissatus","Batrachoididae Batrachomoeus rubricephalus","Berycidae Centroberyx gerrardi","Berycidae Centroberyx sp1","Berycidae Unknown sp1","Callanthiidae Callanthias allporti","Callanthiidae Callanthias australis","Carangidae Carangoides sp10","Carangidae Pseudocaranx spp","Carangidae Seriola hippos","Carangidae Seriola lalandi","Carangidae Trachurus novaezelandiae","Carangidae Unknown sp10","Carcharhinidae Carcharhinus brevipinna","Carcharhinidae Carcharhinus limbatus","Carcharhinidae Carcharhinus plumbeus","Carcharhinidae Carcharhinus spp","Carcharhinidae Unknown spp","Chaetodontidae Chelmonops curiosus","Cheilodactylidae Dactylophora nigricans","Cheilodactylidae Nemadactylus valenciennesi","Clupeidae Hyperlophus vittatus","Dasyatidae Bathytoshia brevicaudata","Dinolestidae Dinolestes lewini","Diodontidae Diodon nicthemerus","Enoplosidae Enoplosus armatus","Gerraidae Parequula elongata","Gerreidae Parequula elongata","Gerreidae Parequula melbournensis","Glaucosomatidae Glaucosoma hebraicum","Gobiesocidae Aspasmogaster occidentalis","Gobiesocidae Unknown spp","Haemulidae Plectorhinchus flavomaculatus","Heterodontidae Heterodontus portusjacksoni","Holocentridae Unknown spp","Kyphosidae Kyphosus sydneyanus","Labridae Achoerodus gouldii","Labridae Austrolabrus maculatus","Labridae Bodianus frenchii","Labridae Bodianus vulpinus","Labridae Choerodon rubescens","Labridae Coris auricularis","Labridae Eupetrichthys angustipes","Labridae Halichoeres brownfieldi","Labridae Heteroscarus acroptilus","Labridae Labroides dimidiatus","Labridae Notolabrus parilus","Labridae Ophthalmolepis lineolatus","Labridae Pictilabrus laticlavius","Labridae Pseudolabrus biserialis","Labridae Suezichthys bifurcatus","Labridae Suezichthys cyanolaemus","Labridae Unknown spp","Lethrinidae Gymnocranius grandoculis","Monacanthidae Acanthaluteres brownii","Monacanthidae Acanthaluteres vittiger","Monacanthidae Brachaluteres jacksonianus","Monacanthidae Eubalichthys bucephalus","Monacanthidae Eubalichthys mosaicus","Monacanthidae Meuschenia australis","Monacanthidae Meuschenia flavolineata","Monacanthidae Meuschenia freycineti","Monacanthidae Meuschenia galii","Monacanthidae Meuschenia hippocrepis","Monacanthidae Meuschenia scaber","Monacanthidae Meuschenia venusta","Monacanthidae Nelusetta ayraud","Monacanthidae Scobinichthys granulatus","Monacanthidae Unknown spp","Monocentridae Cleidopus gloriamaris","Moridae Pseudophycis barbata","Mullidae Parupeneus chrysopleuron","Mullidae Upeneichthys vlamingii","Muraenidae Gymnothorax prasinus","Muraenidae Gymnothorax woodwardi","Myliobatidae Myliobatis tenuicaudatus","Nemipteridae Pentapodus vitta","Neosebastidae Neosebastes bougainvillii","Neosebastidae Neosebastes nigropunctatus","Neosebastidae Neosebastes pandus","Odacidae Olisthops cyanomelas","Odacidae Siphonognathus caninis","Odacidae Siphonognathus sp1","Odacidae Siphonognathus spp","Oplegnathidae Oplegnathus woodwardi","Orectolobidae Orectolobus spp","Ostraciidae Aracana aurita","Paralichthyidae Pseudorhombus sp10","Parascylliidae Parascyllium ferrugineum","Parascylliidae Parascyllium variolatum","Pempheridae Parapriacanthus elongatus","Pempherididae Pempheris klunzingeri","Pentacerotidae Parazanclistius hutchinsi","Pinguipedidae Parapercis haackei","Pinguipedidae Parapercis naevosa","Pinguipedidae Parapercis ramsayi","Pinguipedidae Parapercis spp","Platycephalidae Leviprora spp","Platycephalidae Platycephalus spp","Plesiopidae Paraplesiops meleagris","Plesiopidae Trachinops noarlungae","Pomacentridae Chromis klunzingeri","Pomacentridae Chromis westaustralis","Pomacentridae Parma bicolor","Pomacentridae Parma occidentalis","Pristiophoridae Pristiophorus cirratus","Rhinobatidae Aptychotrema vincentiana","Rhinobatidae Trygonorrhina dumerilii","Scombridae Sarda orientalis","Scombridae Unknown spp","Scorpaenidae Scorpaena sumptuosa","Scorpididae Neatypus obliquus","Scorpididae Scorpis aequipinnis","Scorpididae Scorpis georgiana","Scorpididae Tilodon sexfasciatus","Scyliorhinidae Asymbolus occiduus","Scyliorhinidae Aulohalaelurus labiosus","Serranidae Caesioperca spp","Serranidae Epinephelides armatus","Serranidae Hypoplectrodes nigroruber","Serranidae Hyporthodus octofasciatus","Serranidae Othos dentex","Sillaginidae Sillaginodes punctatus","Sillaginidae Sillago spp","Sparidae Chrysophrys auratus","Sphyraenidae Sphyraena novaehollandiae","Sphyraenidae Sphyraena spp","Sphyrnidae Sphyrna spp","Sphyrnidae Sphyrna zygaena","Squalidae Squalus spp","Tetraodontidae Omegophora armilla","Triakidae Furgaleus macki","Triakidae Galeorhinus galeus","Triakidae Mustelus antarcticus","Triglidae Chelidonichthys kumu","Triglidae Pterygotrigla polyommata","Urolophidae Trygonoptera mucosa","Urolophidae Trygonoptera ovalis","Urolophidae Urolophus circularis","campaignid","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone","raw.hdd.number","con.hdd.number","id"
"FH113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.72368897,114.7963721,20201012,12:41:00,"South-west","Fished","C.FH.7",45,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH113"
"FH12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,58,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.91868897,114.8963721,20201029,12:46:00,"South-west","Fished","C.FH.21",46.1,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.FH12"
"FH14",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.76618897,114.8713721,20201017,11:24:00,"South-west","Fished","C.FH.10",44.4,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)","NA","RAW1","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH14"
"FH15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.68868897,114.8063721,20201012,10:29:00,"South-west","Fished","C.FH.4",48,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FH15"
"FH16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.90118897,114.8563721,20201013,08:02:00,"South-west","Fished","C.FH.19",43.1,"Hayley","Yes","check calibration","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH16"
"FH17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.83368897,114.8763721,20201012,15:35:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FH17"
"FH18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.79118897,114.8213721,20201012,13:19:00,"South-west","Fished","C.FH.12",43.5,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","BU1","2020-10_south-west_stereo-BRUVs.FH18"
"FH2",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.91868897,114.8913721,20201029,12:43:00,"South-west","Fished","C.FH.21",43.9,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.FH2"
"FH20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.78618897,114.8738721,20201017,11:40:00,"South-west","Fished","C.FH.11",43.1,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW1","BU1","2020-10_south-west_stereo-BRUVs.FH20"
"FH21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,43,0,0,0,0,1,5,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.79368897,114.8088721,20201012,13:26:00,"South-west","Fished","C.FH.12",45,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FH21"
"FH23",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,11,1,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.94618897,114.8288721,20201013,09:51:00,"South-west","Fished","C.FH.22",44.2,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FH23"
"FH24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.66868897,114.8438721,20201012,07:55:00,"South-west","Fished","C.FH.1",47.6,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FH24"
"FH25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.87868897,114.8163721,20201013,07:34:00,"South-west","Fished","C.FH.16",45.4,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH25"
"FH26",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.81118897,114.8288721,20201012,15:10:00,"South-west","Fished","C.FH.13",44.1,"Daphne","Yes","check calibration","Special Purpose Zone (Mining Exclusion)","NA","RAW2","BU1","2020-10_south-west_stereo-BRUVs.FH26"
"FH27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","BU1","2020-10_south-west_stereo-BRUVs.FH27"
"FH28",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.76368897,114.9338721,20201017,09:24:00,"South-west","Fished","C.FH.9",44.7,"Daphne","Yes","Yes","NA","NA","RAW1","NA","2020-10_south-west_stereo-BRUVs.FH28"
"FH30",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.75118897,114.8888721,20201017,11:12:00,"South-west","Fished","C.FH.8",46.2,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW1","NA","2020-10_south-west_stereo-BRUVs.FH30"
"FH31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,0,0,0,0,1,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","BU1","2020-10_south-west_stereo-BRUVs.FH31"
"FH32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.69618897,114.9463721,20201017,08:50:00,"South-west","No-take","C.FH.5",42.9,"Daphne","Yes","No","NA","Injidup Sanctuary Zone","RAW1","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH32"
"FH33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,1,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.70868897,114.8263721,20201012,10:54:00,"South-west","Fished","C.FH.6",42.3,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FH33"
"FH34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,4,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.78618897,114.8838721,20201017,11:51:00,"South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW1","BU1","2020-10_south-west_stereo-BRUVs.FH34"
"FH35",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.88368897,114.9313721,20201029,15:09:00,"South-west","Fished","C.FH.17",45.2,"Rachel","Yes","Yes","NA","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.FH35"
"FH37",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,43,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.71118897,114.8138721,20201012,11:03:00,"South-west","Fished","C.FH.6",44.2,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","BU5.5","2020-10_south-west_stereo-BRUVs.FH37"
"FH39",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.90368897,114.9313721,20201029,14:44:00,"South-west","Fished","C.FH.18",44.8,"Daphne","Yes","Yes","NA","NA","RAW4","NA","2020-10_south-west_stereo-BRUVs.FH39"
"FH40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.92368897,114.8888721,20201029,12:40:00,"South-west","Fished","C.FH.21",42.9,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.FH40"
"FH41",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,6,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"2020-10_south-west_stereo-BRUVs","FH","MBH",-33.67118897,114.8388721,20201012,08:01:00,"South-west","Fished","C.FH.1",44.1,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FH41"
