"campaignid","sample","family","genus","species","length","number","range"
"2020-10_south-west_stereo-BRUVs","IO335","Pomacentridae","Chromis","klunzingeri",54.59202,1,2396.34096
"2020-10_south-west_stereo-BRUVs","IO335","Pomacentridae","Chromis","klunzingeri",65.64111,1,2350.19557
"2020-10_south-west_stereo-BRUVs","IO335","Labridae","Coris","auricularis",136.78058,1,1234.98409
"2020-10_south-west_stereo-BRUVs","IO335","Labridae","Ophthalmolepis","lineolatus",295.25295,1,1526.55986
"2020-10_south-west_stereo-BRUVs","IO335","Labridae","Ophthalmolepis","lineolatus",226.6545,1,2559.03636
"2020-10_south-west_stereo-BRUVs","IO335","Aulopidae","Latropiscis","purpurissatus",418.83923,1,2250.68061
"2020-10_south-west_stereo-BRUVs","IO335","Labridae","Bodianus","frenchii",371.44772,1,4871.01309
"2020-10_south-west_stereo-BRUVs","IO335","Scorpididae","Neatypus","obliquus",158.86045,1,1085.21818
"2020-10_south-west_stereo-BRUVs","IO335","Scorpididae","Neatypus","obliquus",167.73089,1,1461.96211
"2020-10_south-west_stereo-BRUVs","IO335","Scorpididae","Neatypus","obliquus",161.64421,1,1451.08735
"2020-10_south-west_stereo-BRUVs","IO335","Scorpididae","Neatypus","obliquus",158.71485,1,1543.5488
"2020-10_south-west_stereo-BRUVs","IO335","Scorpididae","Neatypus","obliquus",191.65133,1,1047.82956
"2020-10_south-west_stereo-BRUVs","IO335","Scorpididae","Neatypus","obliquus",165.30898,1,1692.44699
"2020-10_south-west_stereo-BRUVs","IO335","Scorpididae","Neatypus","obliquus",184.22775,1,1820.27108
"2020-10_south-west_stereo-BRUVs","IO335","Scorpididae","Neatypus","obliquus",168.52162,1,1987.68957
"2020-10_south-west_stereo-BRUVs","IO335","Scorpididae","Neatypus","obliquus",167.18233,1,943.57066
"2020-10_south-west_stereo-BRUVs","IO335","Serranidae","Epinephelides","armatus",343.68565,1,2012.92992
"2020-10_south-west_stereo-BRUVs","IO335","Monacanthidae","Nelusetta","ayraud",671.55875,1,1554.73461
"2020-10_south-west_stereo-BRUVs","IO335","Heterodontidae","Heterodontus","portusjacksoni",465.75516,1,3071.09898
"2020-10_south-west_stereo-BRUVs","IO335","Monacanthidae","Nelusetta","ayraud",613.08757,1,1531.10655
"2020-10_south-west_stereo-BRUVs","IO335","Neosebastidae","Neosebastes","pandus",298.84261,1,3132.22334
"2020-10_south-west_stereo-BRUVs","IO323","Carangidae","Pseudocaranx","spp",416.90804,1,2352.68152
"2020-10_south-west_stereo-BRUVs","IO323","Monacanthidae","Nelusetta","ayraud",618.07393,1,1073.47204
"2020-10_south-west_stereo-BRUVs","IO323","Monacanthidae","Nelusetta","ayraud",622.60613,1,1193.53047
"2020-10_south-west_stereo-BRUVs","IO323","Monacanthidae","Nelusetta","ayraud",630.22722,1,2027.99919
"2020-10_south-west_stereo-BRUVs","IO323","Monacanthidae","Nelusetta","ayraud",593.94505,1,1088.01453
"2020-10_south-west_stereo-BRUVs","IO323","Oplegnathidae","Oplegnathus","woodwardi",397.09371,1,1383.18123
"2020-10_south-west_stereo-BRUVs","IO352","Callanthiidae","Callanthias","australis",79.91994,1,3033.10166
"2020-10_south-west_stereo-BRUVs","IO352","Callanthiidae","Callanthias","australis",71.40347,1,2279.81392
"2020-10_south-west_stereo-BRUVs","IO352","Callanthiidae","Callanthias","australis",56.07871,1,2198.68336
"2020-10_south-west_stereo-BRUVs","IO352","Callanthiidae","Callanthias","australis",71.27393,1,2277.01735
"2020-10_south-west_stereo-BRUVs","IO352","Callanthiidae","Callanthias","australis",62.43457,1,3160.75012
"2020-10_south-west_stereo-BRUVs","IO352","Callanthiidae","Callanthias","australis",89.05325,1,2545.92799
"2020-10_south-west_stereo-BRUVs","IO352","Callanthiidae","Callanthias","australis",83.23298,1,2818.35327
"2020-10_south-west_stereo-BRUVs","IO352","Callanthiidae","Callanthias","australis",73.33808,1,1500.05466
"2020-10_south-west_stereo-BRUVs","IO352","Labridae","Suezichthys","bifurcatus",132.16031,1,1581.49557
"2020-10_south-west_stereo-BRUVs","IO352","Labridae","Suezichthys","bifurcatus",87.12308,1,1591.56812
"2020-10_south-west_stereo-BRUVs","IO352","Labridae","Suezichthys","bifurcatus",64.47897,1,1921.79741
"2020-10_south-west_stereo-BRUVs","IO352","Carcharhinidae","Carcharhinus","plumbeus",704.00334,1,3540.36977
"2020-10_south-west_stereo-BRUVs","IO352","Monacanthidae","Nelusetta","ayraud",661.44082,1,1810.00977
"2020-10_south-west_stereo-BRUVs","IO352","Monacanthidae","Nelusetta","ayraud",475.74331,1,1493.43399
"2020-10_south-west_stereo-BRUVs","IO352","Oplegnathidae","Oplegnathus","woodwardi",312.53413,1,2622.64968
"2020-10_south-west_stereo-BRUVs","IO352","Oplegnathidae","Oplegnathus","woodwardi",415.63426,1,1480.38031
"2020-10_south-west_stereo-BRUVs","IO361","Monacanthidae","Meuschenia","scaber",191.23192,1,1359.85095
"2020-10_south-west_stereo-BRUVs","IO361","Monacanthidae","Meuschenia","scaber",185.80242,1,1345.82245
"2020-10_south-west_stereo-BRUVs","IO361","Triakidae","Furgaleus","macki",1032.16746,1,2252.63833
"2020-10_south-west_stereo-BRUVs","IO361","Labridae","Coris","auricularis",262.37853,1,4361.19511
"2020-10_south-west_stereo-BRUVs","IO361","Labridae","Coris","auricularis",292.81156,1,3858.04659
"2020-10_south-west_stereo-BRUVs","IO361","Labridae","Coris","auricularis",265.31501,1,4630.5802
"2020-10_south-west_stereo-BRUVs","IO361","Labridae","Coris","auricularis",277.65737,1,3427.46856
"2020-10_south-west_stereo-BRUVs","IO361","Labridae","Suezichthys","bifurcatus",89.09793,1,2764.85423
"2020-10_south-west_stereo-BRUVs","IO361","Oplegnathidae","Oplegnathus","woodwardi",333.12627,1,943.38149
"2020-10_south-west_stereo-BRUVs","IO361","Oplegnathidae","Oplegnathus","woodwardi",396.0157,1,1346.36584
"2020-10_south-west_stereo-BRUVs","IO361","Monacanthidae","Acanthaluteres","brownii",437.4259,1,2525.02435
"2020-10_south-west_stereo-BRUVs","IO361","Sparidae","Chrysophrys","auratus",428.71172,1,2533.06948
"2020-10_south-west_stereo-BRUVs","IO361","Monacanthidae","Nelusetta","ayraud",602.69237,1,2006.75844
"2020-10_south-west_stereo-BRUVs","IO374","Monacanthidae","Meuschenia","scaber",175.25749,1,937.85607
"2020-10_south-west_stereo-BRUVs","IO374","Monacanthidae","Meuschenia","scaber",187.80643,1,1101.84248
"2020-10_south-west_stereo-BRUVs","IO374","Labridae","Suezichthys","bifurcatus",93.61703,1,2095.12736
"2020-10_south-west_stereo-BRUVs","IO374","Labridae","Suezichthys","bifurcatus",65.97045,1,1743.88116
"2020-10_south-west_stereo-BRUVs","IO374","Labridae","Suezichthys","bifurcatus",113.02203,1,2225.696
"2020-10_south-west_stereo-BRUVs","IO374","Serranidae","Caesioperca","spp",129.99155,1,4624.67812
"2020-10_south-west_stereo-BRUVs","IO374","Serranidae","Caesioperca","spp",143.90247,1,2947.51507
"2020-10_south-west_stereo-BRUVs","IO374","Serranidae","Caesioperca","spp",137.28223,1,4913.39205
"2020-10_south-west_stereo-BRUVs","IO374","Monacanthidae","Nelusetta","ayraud",586.50344,1,2600.97984
"2020-10_south-west_stereo-BRUVs","IO374","Serranidae","Epinephelides","armatus",405.84906,1,1273.21587
"2020-10_south-west_stereo-BRUVs","IO374","Oplegnathidae","Oplegnathus","woodwardi",430.58555,1,1161.54821
"2020-10_south-west_stereo-BRUVs","IO374","Oplegnathidae","Oplegnathus","woodwardi",332.47801,1,1079.35873
"2020-10_south-west_stereo-BRUVs","IO374","Oplegnathidae","Oplegnathus","woodwardi",404.87026,1,1156.55794
"2020-10_south-west_stereo-BRUVs","IO374","Oplegnathidae","Oplegnathus","woodwardi",342.69969,1,1358.26052
"2020-10_south-west_stereo-BRUVs","IO374","Sparidae","Chrysophrys","auratus",480.47348,1,2085.03934
"2020-10_south-west_stereo-BRUVs","IO374","Sparidae","Chrysophrys","auratus",365.56481,1,1287.21858
"2020-10_south-west_stereo-BRUVs","IO374","Sparidae","Chrysophrys","auratus",587.91835,1,1802.17242
"2020-10_south-west_stereo-BRUVs","IO353","Labridae","Pseudolabrus","biserialis",116.75121,1,2163.60401
"2020-10_south-west_stereo-BRUVs","IO353","Labridae","Pseudolabrus","biserialis",117.13635,1,1599.6426
"2020-10_south-west_stereo-BRUVs","IO353","Labridae","Austrolabrus","maculatus",102.39513,1,1695.51439
"2020-10_south-west_stereo-BRUVs","IO353","Labridae","Ophthalmolepis","lineolatus",175.42349,1,1811.93191
"2020-10_south-west_stereo-BRUVs","IO353","Labridae","Ophthalmolepis","lineolatus",167.45717,1,2766.17691
"2020-10_south-west_stereo-BRUVs","IO353","Labridae","Ophthalmolepis","lineolatus",168.23386,1,4300.37041
"2020-10_south-west_stereo-BRUVs","IO353","Labridae","Ophthalmolepis","lineolatus",252.70695,1,3717.58313
"2020-10_south-west_stereo-BRUVs","IO353","Labridae","Ophthalmolepis","lineolatus",65.41699,1,3044.09185
"2020-10_south-west_stereo-BRUVs","IO353","Tetraodontidae","Omegophora","armilla",267.22832,1,2376.41648
"2020-10_south-west_stereo-BRUVs","IO353","Labridae","Notolabrus","parilus",194.54449,1,1604.10808
"2020-10_south-west_stereo-BRUVs","IO353","Labridae","Coris","auricularis",65.08394,1,2414.50665
"2020-10_south-west_stereo-BRUVs","IO353","Labridae","Coris","auricularis",82.75411,1,1849.93448
"2020-10_south-west_stereo-BRUVs","IO353","Monacanthidae","Acanthaluteres","vittiger",206.12093,1,3318.41758
"2020-10_south-west_stereo-BRUVs","IO353","Monacanthidae","Acanthaluteres","vittiger",188.41169,1,3481.68813
"2020-10_south-west_stereo-BRUVs","IO353","Monacanthidae","Acanthaluteres","vittiger",196.39953,1,4195.7645
"2020-10_south-west_stereo-BRUVs","IO353","Monacanthidae","Acanthaluteres","vittiger",185.11538,1,3212.65955
"2020-10_south-west_stereo-BRUVs","IO353","Monacanthidae","Acanthaluteres","vittiger",180.64174,1,3676.40503
"2020-10_south-west_stereo-BRUVs","IO353","Monacanthidae","Acanthaluteres","vittiger",187.39991,1,4337.4786
"2020-10_south-west_stereo-BRUVs","IO353","Monacanthidae","Acanthaluteres","vittiger",186.3397,1,3612.43908
"2020-10_south-west_stereo-BRUVs","IO353","Oplegnathidae","Oplegnathus","woodwardi",418.56734,1,1125.60192
"2020-10_south-west_stereo-BRUVs","IO353","Monacanthidae","Meuschenia","galii",273.32769,1,4098.79144
"2020-10_south-west_stereo-BRUVs","IO353","Heterodontidae","Heterodontus","portusjacksoni",819.91489,1,2083.59187
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",100.20795,1,1081.61205
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",90.98829,1,1171.08204
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",86.50871,1,862.16224
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",103.48518,1,1516.69781
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",107.96168,1,1910.76261
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",57.43095,1,2244.31961
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",110.06288,1,1868.60706
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",115.65584,1,1556.37812
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",111.84271,1,1687.73809
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",107.82404,1,2733.49621
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",109.5401,1,2055.89493
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",126.54835,1,1133.02115
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",101.77679,1,1701.60981
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",111.9455,1,2664.87343
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",101.65078,1,1943.71069
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",89.26143,1,2311.43695
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",104.44141,1,959.8354
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",109.63175,1,1819.65759
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",105.0425,1,1032.68601
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",53.03132,1,1956.09008
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",106.94151,1,3210.70231
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",98.10052,1,1193.82724
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",100.77026,1,2416.48667
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",117.31178,1,1561.57862
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",63.74694,1,1082.95219
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",100.60648,1,2241.46898
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",97.19118,1,1303.875
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",111.35956,1,1337.39358
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",91.71096,1,932.447
"2020-10_south-west_stereo-BRUVs","IO353","Scorpididae","Neatypus","obliquus",125.44494,1,1472.85558
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",160.27518,1,1764.67144
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",147.40726,1,3035.0382
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",151.12942,1,1748.2739
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",158.36966,1,1663.03296
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",185.783,1,1981.54397
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",146.72737,1,1664.62115
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",139.3889,1,2998.20754
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",174.87441,1,1728.36868
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",203.82349,1,1593.8374
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",203.11621,1,2735.93787
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",162.37502,1,2329.71617
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",141.01348,1,1424.0727
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",214.94677,1,1177.60181
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",180.78708,1,2190.79119
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",215.56791,1,1428.33187
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",184.14328,1,2102.25855
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",192.41093,1,1692.84911
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",154.41528,1,2998.09503
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",171.72969,1,1772.18569
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Monacanthidae","Meuschenia","scaber",197.14714,1,1358.07743
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Scorpididae","Neatypus","obliquus",160.33942,1,1501.41472
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Scorpididae","Neatypus","obliquus",162.28229,1,1185.65354
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Scorpididae","Neatypus","obliquus",168.96508,1,1102.22282
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Neosebastidae","Neosebastes","nigropunctatus",317.65406,1,1676.73981
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Moridae","Pseudophycis","barbata",390.31156,1,1976.92115
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Serranidae","Epinephelides","armatus",255.36989,1,2137.45006
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Serranidae","Epinephelides","armatus",390.54343,1,1606.00372
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Serranidae","Epinephelides","armatus",396.17386,1,2117.81805
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",187.27422,1,2394.1631
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",154.60899,1,2390.34664
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",181.88126,1,2287.37242
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",168.39012,1,2594.84
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",192.94305,1,1007.6901
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",156.44899,1,3221.20188
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",170.32265,1,2731.99986
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",155.35101,1,1278.11652
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",166.07881,1,3830.1078
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",162.09891,1,3213.07269
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",137.22982,1,3422.42817
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",156.02114,1,3310.00746
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",150.47004,1,3517.17655
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",143.56977,1,2063.93366
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",198.04403,1,1835.51068
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Berycidae","Centroberyx","sp1",163.95098,1,2526.56327
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Labridae","Coris","auricularis",346.77443,1,1725.71685
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Oplegnathidae","Oplegnathus","woodwardi",310.86133,1,1635.64808
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Labridae","Bodianus","vulpinus",451.55236,1,3374.54404
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Monacanthidae","Nelusetta","ayraud",579.64898,1,1079.05117
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Monacanthidae","Nelusetta","ayraud",653.18088,1,1678.59846
"2020-10_south-west_stereo-BRUVs","IOCP11-2","Monacanthidae","Nelusetta","ayraud",732.67813,1,1509.84391
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Scorpididae","Neatypus","obliquus",195.11833,1,2654.71878
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Scorpididae","Neatypus","obliquus",187.42134,1,1174.26272
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Monacanthidae","Meuschenia","scaber",184.99479,1,1339.31674
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Carangidae","Pseudocaranx","spp",222.21376,1,2353.0526
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Carangidae","Pseudocaranx","spp",254.61009,1,1966.45495
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Carangidae","Pseudocaranx","spp",234.33011,1,2297.15301
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Carangidae","Pseudocaranx","spp",226.17518,1,2087.88476
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Oplegnathidae","Oplegnathus","woodwardi",347.62599,1,1070.57072
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Oplegnathidae","Oplegnathus","woodwardi",441.65115,1,1383.16235
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Oplegnathidae","Oplegnathus","woodwardi",362.20673,1,1499.35768
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Labridae","Coris","auricularis",266.66452,1,3409.30653
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Berycidae","Centroberyx","sp1",212.02758,1,1178.64963
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Sparidae","Chrysophrys","auratus",249.54416,1,2328.50953
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Sparidae","Chrysophrys","auratus",257.57735,1,1951.79627
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Sparidae","Chrysophrys","auratus",286.81426,1,2145.86652
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Sparidae","Chrysophrys","auratus",326.97688,1,2438.33649
"2020-10_south-west_stereo-BRUVs","IOCP11-1","Monacanthidae","Nelusetta","ayraud",674.37029,1,1715.42183
"2020-10_south-west_stereo-BRUVs","FH67","Triakidae","Mustelus","antarcticus",882.67299,1,1380.43975
"2020-10_south-west_stereo-BRUVs","FH67","Oplegnathidae","Oplegnathus","woodwardi",376.2624,1,1579.63109
"2020-10_south-west_stereo-BRUVs","FH67","Gerreidae","Parequula","melbournensis",117.64736,1,1580.64097
"2020-10_south-west_stereo-BRUVs","FH67","Carangidae","Trachurus","novaezelandiae",160.54295,1,1678.77432
"2020-10_south-west_stereo-BRUVs","FH67","Carangidae","Trachurus","novaezelandiae",129.68799,1,1667.67349
"2020-10_south-west_stereo-BRUVs","FH67","Carangidae","Trachurus","novaezelandiae",163.68135,1,1774.62861
"2020-10_south-west_stereo-BRUVs","FH67","Sillaginidae","Sillago","spp",257.93679,1,1385.78559
"2020-10_south-west_stereo-BRUVs","FH67","Sillaginidae","Sillago","spp",196.08935,1,1674.84139
"2020-10_south-west_stereo-BRUVs","IO364","Monacanthidae","Nelusetta","ayraud",608.66048,1,2284.54907
"2020-10_south-west_stereo-BRUVs","IO364","Monacanthidae","Nelusetta","ayraud",633.99656,1,1441.66153
"2020-10_south-west_stereo-BRUVs","IO364","Monacanthidae","Nelusetta","ayraud",589.38131,1,2404.05889
"2020-10_south-west_stereo-BRUVs","IO364","Oplegnathidae","Oplegnathus","woodwardi",400.86745,1,1094.71975
"2020-10_south-west_stereo-BRUVs","IO364","Oplegnathidae","Oplegnathus","woodwardi",336.31575,1,1218.91861
"2020-10_south-west_stereo-BRUVs","IO364","Triakidae","Mustelus","antarcticus",948.99109,1,6788.84424
"2020-10_south-west_stereo-BRUVs","IOCP2311","Berycidae","Centroberyx","gerrardi",475.163,1,2575.45051
"2020-10_south-west_stereo-BRUVs","IOCP2311","Monacanthidae","Nelusetta","ayraud",564.16956,1,1279.53526
"2020-10_south-west_stereo-BRUVs","IOCP2311","Monacanthidae","Nelusetta","ayraud",570.96866,1,1935.97338
"2020-10_south-west_stereo-BRUVs","IOCP2311","Monacanthidae","Nelusetta","ayraud",586.48612,1,1958.20573
"2020-10_south-west_stereo-BRUVs","IOCP2311","Carangidae","Pseudocaranx","spp",436.60454,1,4788.83584
"2020-10_south-west_stereo-BRUVs","IOCP2311","Carangidae","Pseudocaranx","spp",293.83676,1,5531.82554
"2020-10_south-west_stereo-BRUVs","IOCP2311","Carangidae","Pseudocaranx","spp",380.86504,1,5840.96709
"2020-10_south-west_stereo-BRUVs","IOCP2311","Triglidae","Pterygotrigla","polyommata",309.78693,1,2515.36481
"2020-10_south-west_stereo-BRUVs","IOCP2311","Oplegnathidae","Oplegnathus","woodwardi",340.47058,1,2836.77074
"2020-10_south-west_stereo-BRUVs","IOCP2311","Oplegnathidae","Oplegnathus","woodwardi",291.64374,1,2108.05022
"2020-10_south-west_stereo-BRUVs","IOCP2311","Oplegnathidae","Oplegnathus","woodwardi",315.38116,1,1831.34044
"2020-10_south-west_stereo-BRUVs","FH72","Labridae","Austrolabrus","maculatus",95.63735,1,1715.50825
"2020-10_south-west_stereo-BRUVs","FH72","Labridae","Coris","auricularis",47.56621,1,2025.81781
"2020-10_south-west_stereo-BRUVs","FH72","Labridae","Choerodon","rubescens",406.94415,1,4390.0064
"2020-10_south-west_stereo-BRUVs","FH72","Labridae","Pseudolabrus","biserialis",182.68993,1,1690.30014
"2020-10_south-west_stereo-BRUVs","FH72","Labridae","Pseudolabrus","biserialis",140.17516,1,1436.83236
"2020-10_south-west_stereo-BRUVs","FH72","Labridae","Pseudolabrus","biserialis",122.69539,1,1780.6692
"2020-10_south-west_stereo-BRUVs","FH72","Monacanthidae","Meuschenia","galii",218.66199,1,1687.39706
"2020-10_south-west_stereo-BRUVs","FH72","Labridae","Ophthalmolepis","lineolatus",241.83347,1,3354.68275
"2020-10_south-west_stereo-BRUVs","FH72","Labridae","Ophthalmolepis","lineolatus",234.20052,1,2733.9657
"2020-10_south-west_stereo-BRUVs","FH72","Labridae","Ophthalmolepis","lineolatus",228.23811,1,2760.40699
"2020-10_south-west_stereo-BRUVs","FH72","Monacanthidae","Meuschenia","flavolineata",207.09282,1,1224.01368
"2020-10_south-west_stereo-BRUVs","FH72","Pomacentridae","Chromis","klunzingeri",68.4165,1,1170.14959
"2020-10_south-west_stereo-BRUVs","FH72","Pomacentridae","Chromis","klunzingeri",58.67124,1,2392.89393
"2020-10_south-west_stereo-BRUVs","FH72","Pomacentridae","Chromis","klunzingeri",67.06698,1,2572.90988
"2020-10_south-west_stereo-BRUVs","FH72","Pomacentridae","Chromis","klunzingeri",68.73265,1,2637.2363
"2020-10_south-west_stereo-BRUVs","FH72","Pomacentridae","Chromis","klunzingeri",59.41571,1,2076.15433
"2020-10_south-west_stereo-BRUVs","FH72","Pomacentridae","Chromis","klunzingeri",62.1088,1,2104.14218
"2020-10_south-west_stereo-BRUVs","FH72","Pomacentridae","Chromis","klunzingeri",60.22887,1,2298.87948
"2020-10_south-west_stereo-BRUVs","FH72","Pomacentridae","Chromis","klunzingeri",48.46934,1,1170.904
"2020-10_south-west_stereo-BRUVs","FH72","Scorpididae","Neatypus","obliquus",160.38446,1,1386.06405
"2020-10_south-west_stereo-BRUVs","FH72","Scorpididae","Neatypus","obliquus",143.67266,1,1317.93323
"2020-10_south-west_stereo-BRUVs","FH72","Scorpididae","Neatypus","obliquus",138.06698,1,1219.94005
"2020-10_south-west_stereo-BRUVs","FH72","Scorpididae","Neatypus","obliquus",158.274,1,1276.02462
"2020-10_south-west_stereo-BRUVs","FH72","Scorpididae","Neatypus","obliquus",152.94046,1,1363.90272
"2020-10_south-west_stereo-BRUVs","FH72","Scorpididae","Neatypus","obliquus",187.89063,1,1195.4337
"2020-10_south-west_stereo-BRUVs","FH72","Scorpididae","Neatypus","obliquus",148.46784,1,1002.86242
"2020-10_south-west_stereo-BRUVs","IO351","Callanthiidae","Callanthias","australis",100.10005,1,1683.74654
"2020-10_south-west_stereo-BRUVs","IO351","Callanthiidae","Callanthias","australis",83.05426,1,1873.73207
